"Numero De Parte","Descripci?n","Subinventario","Ubicaci?n","Cantidad Disponible",
"141028","CABLE ASSY D10 6 COND 559MM INTEGRAL STRAIN RELIEF","MFG","208.P.05","129",
"25068","SSA-EB1P-11ED1Q4","MFG","210.J.14","9",
"28720","QM26ENXLPC-5M","MFG","210.U.15","54",
"17003","SI-LS42WMH","MFG","211.T.13","21",
"813827","BC-M8F4-M8M4-24-5","MFG","211.J.03","39",
"92361","TL70GYRA","MFG","211.M.14","1",
"15192","MQAC2-415","MFG","200.N.24","253",
"809965","SG-TL70-R-STOPI","MFG","200.J.21","95",
"811062","SI-GL42DM10-21","MFG","200.R.23","76",
"44993","BRT-40X23","MFG","201.S.24","1192",
"72338","DEE2R-575D","MFG","201.U.24","7",
"86415","SSA-EB1PLYR-12ED1","MFG","202.U.24","6",
"71498","Q7MB W/100","MFG","205.H.25","13",
"818476","BC-M12M4-U22-10-CB60","MFG","204.V.22","5",
"800657","WLB92ZCR550PBQMB","MFG","314.A.35","1",
"56265","SMBPPFB","MFG","209.H.00","50",
"801672","WLS27XGY-990DSQ","MFG","313.C.23","2",
"96285","WLS28-2CUV365-285GSQ","MFG","313.E.35","4",
"72444","SLSCP30-300Q88","MFG","317.E.12","10",
"56884","SMBPVA1","MFG","307.B.54","2",
"803485","VS8EANR","MFG","307.S.17","36",
"27267","RPBU","MFG","307.Q.32","1",
"224021","LENS QS30 EX/RX ZEONEX TOOL 2 PLASMA TREATED","MFG","307.N.52","6",
"181015","CLIP RETAINING QD BENT CUSTOM LE","MFG","307.O.45","100",
"97164","QS18VN6AF300-97164","MFG","308.C.16","1",
"74282","EZA-RCM-1","MFG","308.E.52","5",
"35564","Q85BW13LP","MFG","307.V.15","3",
"256935","CONN PLUG HSG 2POS 2.50MM","MFG","308.H.25","3",
"36838","Q45BW22D","MFG","308.I.65","7",
"809650","WLB92ZCY550ACT","MFG","311.A.23","2",
"75705","SLSRBR30-900Q8","MFG","312.C.25","7",
"26986","SM312FPH","MFG","308.V.45","6",
"74181","D10AFPQ5","MFG","308.S.20","2",
"809006","SLLCR14-840-S","MFG","312.K.30","1",
"801256","MAR4216PX485Q-801256","MFG","312.K.31","1",
"815542","BR-M23F19F13-0.5","MFG","304.M.12","24",
"18761","WL50SWL11","MFG","303.B.25","1",
"87367","MBCC-433RA","MFG","303.F.20","23",
"15760","HOUSING APERTURE STAINLESS STL AISI-303-SS","MFG","303.L.10","15",
"818255","BC-M12F4-M12M4-G22-1-HF20","MFG","303.L.25","65",
"807501","WLS15XDW0500DSQS-807501","MFG","312.J.14","52",
"55983","T30UINB","MFG","305.E.42","1",
"803233","SGSMA2-500Q12","MFG","310.D.21","6",
"32898","SE612LVNC-32898","MFG","305.C.57","9",
"78104","DS18VP6RQ5","MFG","305.K.33","1",
"21351","IR2.53SM3","MFG","305.O.52","2",
"108014","CABLE RIBBON 34 COND RND .050 INCH MOLEX 82-26-6834 CONN ASSY","MFG","305.T.61","100",
"160935","PCB ASSY T8RN6D50 NPN DO GEN2 LOW HYSTERESIS B149605 TH-0.020 IN PA-20","MFG","305.U.57","40",
"48660","M18SN6D","MFG","305.Z.35","5",
"19760","PVD100Q W/6IN-19760","MFG","308.Z.21","3",
"56564","SLE30B6VY W/30","MFG","308.Z.74","3",
"16608","TL50HWBGYRQ","MFG","308.Z.78","6",
"27188","SMB900SS","MFG","307.Y.57","34",
"82214","TL50HRGALSQPMA-82214","MFG","307.Y.63","1",
"08733","WIRE 50167 BLK 003.0 C Y0.125 Z0.125","MFG","307.Y.64","900",
"78121","DS18VP6FF100Q5","MFG","307.AB.43","5",
"26295","TL50BLR1AQ","MFG","307.AC.13","1",
"81144","PBCT26TMB5MTA","MFG","302.AJ.14","1",
"805367","LMBPTL110C","MFG","302.AG.22","22",
"28671","SSA-EB1P-02ED1Q4A","MFG","300.D.74","1",
"815322","LPSB6644","MFG","300.F.10","10",
"804072","WLS27XWY-285DSQ","MFG","316.B.30","2",
"803234","SGSMA3-400Q12","MFG","315.C.20","5",
"813761","WLA-2W190X180DL30Q-813761","MFG","315.F.10","3",
"27289","SM30SRL","MFG","300.H.50","2",
"13662","TL50YBQ","MFG","300.I.60","5",
"91822","S18LGRWPT","MFG","408.F.10","1",
"244476","SHRINKTUBE PRE-CUT 5/8 INCH D x 5/8 INCH L POLYOLEFIN RED 2:1 RATIO","MFG","408.A.51","1215",
"87901","S18DLHW","MFG","408.P.14","11",
"28584","GL30MM","MFG","408.I.27","6",
"244478","SHRINKTUBE PRE-CUT 5/8 INCH D x 5/8 INCH L POLYOLEFIN ORANGE 2:1 RATIO","MFG","408.F.66","1994",
"85645","S18SP6FF50Q-85645","MFG","302.Y.41","10",
"95600","M18-4NAEL-2M","MFG","302.AJ.15","1",
"37068","T30SN6RE","MFG","302.AJ.41","5",
"117534","HOUSING/LIGHTPIPE ASSY QS30 DC LP QD","MFG","302.D.23","140",
"26730","CL50GYRP","MFG","302.H.32","3",
"67274","LT3PULVQ","MFG","302.L.62","1",
"90604","SM91ECNQD-90604","MFG","302.M.62","26",
"74723","TL50HBGYRAOSQ","MFG","302.Q.61","2",
"17256","LEDBR70XD5-XQ","MFG","302.R.10","1",
"810699","TL50CYRBQ","MFG","302.AO.83","7",
"807531","PTL110S-LD3-QPS150","MFG","302.AS.41","63",
"808854","Q76E-VN-ZLVC-2M","MFG","302.AS.81","130",
"47828","SE612LVAG-47828","MFG","300.R.12","19",
"812307","TLF100P4AKCQP","MFG","300.R.73","8",
"27378","SM30PRLB","MFG","302.AV.74","76",
"26699","EC300R-100","MFG","306.A.35","5",
"817917","S15YA4-M124A-M124A-1","MFG","306.AA.56","3",
"34261","Q85BB62DL-B","MFG","306.AD.25","13",
"818498","BC-M12F4-M12M4A-U22-2-CB60","MFG","306.C.46","10",
"811386","QM30VT1-SS-811386","MFG","306.Q.30","1",
"52295","SM31EL-52295","MFG","306.R.31","1",
"94084","K30APTXYF2","MFG","306.V.45","2",
"25175","SMA91R","MFG","306.O.33","1",
"813276","SSA-EB1PLYRS1-12ED1Q8","MFG","302.DC.20","14",
"116254","LABEL S18U VOLT DATALOGIC RA","MFG","305.P.22","4",
"88035","WLS28-2XW285S","MFG","316.D.14","9",
"811416","SXI-CATM1WW-001","MFG","303.C.43","3",
"12827","LEDILA435XD6-XQ","MFG","311.A.17","1",
"154038","SLSCR30-1800P4NT EZS RCVR SUB ASSY 30mm X 1800mm NO PKG","MFG","311.J.27","1",
"92274","WLB32ZC285QMC","MFG","315.H.17","13",
"813012","TTR533APSC4D-2.0RJ-CTR","MFG","316.G.40","114",
"77533","EA5R1050PIXMODQ","MFG","316.H.19","3",
"85719","SLSCE30-900P4NT","MFG","312.K.26","1",
"87893","WLS28-2CW570SQ","MFG","314.B.28","9",
"203831","SLSCE14-1050P4NT EZS EMTR SUB ASSY 14mm X 1050mm CASCADABLE NO PKG","MFG","311.M.19","1",
"817524","210-03354","MFG","201.S.40","1691",
"47104","MQDC-406RA","MFG","203.N.00","1151",
"201516","INSERT PKG LS SPLIT SCORED SPACER 5 1/16 INCH WIDE X 25 INCH LONG","MFG","204.K.41","1768",
"93102","MBCC-530RA","MFG","205.R.00","23",
"807130","SI-HG63F5MLR-W","MFG","205.K.30","114",
"32798","SMB85R","MFG","302.Z.42","30",
"95315","WLS28-2XBR-570DXQ","MFG","312.A.30","13",
"817539","WLB32VXW285PBQ","MFG","310.C.40","279",
"814341","BCD-RJ45 RJ45-0.3M","MFG","203.S.21","40",
"13553","LENS FLAT ROUND ACRYLIC MINIBM SHORT RANGE-WIDE ANGLE","MFG","201.P.10","1950",
"60891","T186E-60891","MFG","200.K.20","34",
"18253","MQDC2S-1230RA","MFG","200.R.15","23",
"806392","SI-RFST-LP8","MFG","202.I.01","787",
"191127","BRACKET TM18 NOSE MOUNT MOLDED","MFG","202.X.12","2897",
"813925","S15YA4-M124-M124-0.2M","MFG","201.X.12","62",
"30622","MQDC-515RA","MFG","204.G.14","79",
"66452","QS18VP6LPQ8","MFG","203.K.15","128",
"85578","LQMAEC-301SS","MFG","205.M.20","686",
"68430","QDS-515C","MFG","205.R.10","23",
"72334","DEE2R-53D","MFG","204.J.20","410",
"802640","T18-2VPDL-Q8","MFG","204.U.15","244",
"810517","MQDC-530-GYP","MFG","206.T.10","169",
"72649","MQDC1-560RA","MFG","207.X.10","126",
"72209","DEE2R-850D","MFG","207.L.11","292",
"45132","MBCC-306","MFG","209.Q.12","561",
"31946","SSA-EB2P-22","MFG","210.I.05","139",
"73661","MQDEC2-406","MFG","210.K.04","496",
"815461","BC-M23M12-22-20","MFG","210.M.15","49",
"92214","SG-TL70-B","MFG","210.P.03","320",
"28674","IVURDM-QD-806","MFG","211.W.04","161",
"814619","BR-M12M4F9-2","MFG","211.H.05","1029",
"813370","R50-4M125-M125Q-P","MFG","211.J.01","186",
"75276","CSB-M12425M1241","MFG","211.M.01","173",
"216133","CA 40097 2.13m B64 C13 D32 E3 METRIC","MFG","200.S.22","600",
"816523","JB-4M12-M23-N24","MFG","203.K.21","544",
"811989","DELPE-850D-811989","MFG","203.O.23","41",
"807131","SI-HG63F5MRR-W","MFG","204.K.21","62",
"803639","TL50GYRAKCQ","MFG","205.L.24","23",
"811049","SI-QM-SMFA-3","MFG","204.O.25","55",
"27410","SM2A30SRL W/30","MFG","204.S.21","6",
"15189","MQAC2-406","MFG","204.T.21","771",
"814672","WLB72IZCWH1200E25ABKQPB0.5","MFG","314.G.41","64",
"809000","SLLR14-770-S","MFG","314.H.32","6",
"811101","EA5R600PIXMODSRLCQP-811101","MFG","314.A.12","6",
"83344","STBVP6-RB2E02","MFG","317.D.34","2",
"802692","T18-2VPFF50IR-2M","MFG","307.C.25","12",
"91247","DEE8CSS1B-51D","MFG","307.J.26","8",
"805309","S18DLGXRPQ","MFG","307.J.57","17",
"810374","DQ12RP6LPQ3","MFG","308.D.14","2",
"96354","Q120RA-US-AF2WQ","MFG","308.E.72","1",
"804012","SA-K30TA22EP","MFG","308.G.35","21",
"818696","S4BA-MBK-12","MFG","307.V.47","10",
"813204","S15C-BB-MLMQ","MFG","307.W.30","44",
"56630","QM42VP6DQP","MFG","308.K.53","1",
"815727","SGSA-ML-LR","MFG","308.Q.26","1",
"79666","PSG4M-1-PKG4","MFG","308.S.17","28",
"816337","S15A-FX1435-M2X435-Q","MFG","308.T.47","4",
"804915","TL5010KQ","MFG","304.F.35","4",
"81478","SI-LS42DMMIF-81478","MFG","304.G.22","3",
"806735","LMBE12RA35","MFG","303.D.35","64",
"817416","S25C-IEPE-MQ","MFG","303.F.21","64",
"87794","WLS28-2CW145XQ","MFG","312.L.31","25",
"77818","BWA-2O7-C","MFG","303.K.32","109",
"238325","PCB RAW IOBLOCK 6 LAYER TH-0.062 IN PA-2","MFG","303.K.35","192",
"814853","BFW-M12M8A-8X","MFG","305.F.51","2",
"816994","TTR1219APSC10T-0.5Q5CTR","MFG","309.F.31","10",
"812354","S4BE14-300-S","MFG","310.D.22","10",
"817541","WLB32VXW855PBQ","MFG","310.G.41","100",
"81521","M18TIP8Q-81521","MFG","305.B.15","13",
"75439","K50APLPGREQP","MFG","305.C.15","2",
"810313","QS18EP6XLPCQ8-810313","MFG","305.R.62","10",
"230308","WIRE 230307 WHT/BRN 009.00 B Y0.125 Z0.300","MFG","305.H.12","11",
"242828","COVER ASSY 3 TOUCH CONTROL BOX","MFG","305.I.15","5",
"65393","CONN 4 PIN PHOENIX CONTACT 65394","MFG","305.J.14","16",
"813936","APQ2X-1","MFG","305.J.51","3",
"812877","BWA-TUBE-001","MFG","305.L.64","7",
"151789","COB ASSY VS1 C PNP DO V 10MM P/A-24 .031IN THICK","MFG","305.O.64","48",
"82816","DELPEF-81D","MFG","307.X.57","26",
"97527","FLTI850-25.5","MFG","305.W.31","2",
"70564","QS18VP6AF100Q1","MFG","305.AB.47","1",
"817574","BC-M12F8-M12M8-24-0.3-817574","MFG","305.AB.64","55",
"55980","T30UIPB","MFG","307.AB.47","2",
"42878","PBT26UM.63","MFG","307.AC.51","6",
"802348","K30APT2YRGC4Q","MFG","308.X.32","7",
"17311","IF13S","MFG","308.X.60","7",
"802574","STP-MAQDC-806RA","MFG","302.AC.22","5",
"10712","TL50GBYRQ","MFG","301.T.11","325",
"18685","SMBAMS22RLS","MFG","308.AC.23","2",
"801742","QS18EK6XLPCQ","MFG","308.AC.26","10",
"26848","MQDC-415RA","MFG","301.H.00","1947",
"806416","STP-M12D-430","MFG","301.I.00","1091",
"806276","QM30VT2","MFG","300.D.53","6",
"814219","K100B-BLWAQ","MFG","300.E.74","15",
"806414","STP-M12D-406","MFG","301.M.00","5854",
"803222","SGSXP3-400Q88","MFG","301.N.00","77",
"95966","WLS27CWW285DSQ","MFG","316.B.32","13",
"88098","WLS28-2XW145DSQ","MFG","316.F.14","4",
"95025","WLS28-2XY145X","MFG","316.H.35","1",
"96743","K50ABT2XGH","MFG","300.B.51","3",
"806682","TL50PBL2Q","MFG","300.B.83","4",
"72424","SLSCR30-300Q8","MFG","315.H.25","4",
"808920","SLLR40-280-S","MFG","315.I.33","5",
"808856","Q76E-VN-ZLVC-Q8","MFG","300.I.13","28",
"804318","S22AMTFGREQP","MFG","300.M.21","6",
"153442","FILTER B POLARIZER LEDR62X62","MFG","408.B.33","3",
"48084","RCF53MSST-10","MFG","408.E.55","1",
"60533","Q45ULIU64ACRQ-60533","MFG","302.T.12","1",
"10467","CL50GRYNQ","MFG","302.V.41","12",
"87852","LMBWLB32-180S","MFG","302.C.34","27",
"252147","CDS M8 SINGLE KEY 4-PIN FEMALE RA NPB PUR-BLK 1 CONNECTOR 4x24AWG 4.4 NO SHIELD 0.38","MFG","302.G.30","31",
"97532","FLTI850-27","MFG","302.K.10","1",
"205754","SWITCH KEYLOCK 2 POS OFF/ ON / MOMENTARY KEY OS80","MFG","302.L.15","20",
"26893","SM2A312WQD","MFG","302.N.52","2",
"48343","SMB42L","MFG","302.O.16","3",
"802149","K50L2RGB7A1QP","MFG","302.R.51","16",
"94204","B-TL70-Q1PMA","MFG","302.AO.71","1",
"90882","IVU2PTBX12","MFG","302.AP.20","10",
"81519","SP150GA120","MFG","300.S.52","6",
"802148","K50L2RGB7A1Q","MFG","300.T.43","2",
"810716","CL50PRGB7Q","MFG","300.R.71","21",
"81112","K50LGRYB4PQP","MFG","302.AM.71","10",
"814716","S24AS-D-MQP","MFG","302.AX.23","43",
"58366","BRT-THG-.75R-25","MFG","306.A.53","22",
"810266","VE205G1B","MFG","306.AB.65","11",
"807771","SXA-RM-70","MFG","306.B.17","28",
"79492","K80LGRXNQ","MFG","306.G.44","2",
"18399","IVUSLC50-P","MFG","306.G.51","4",
"73711","SMBLT7","MFG","306.Q.64","4",
"177680","PCB RAW EZS LS TO EZL CORDSET WIRING INTERFACE TH-0.062 IN NO PANEL","MFG","306.R.56","820",
"70805","SMBPVA5AB","MFG","306.X.11","16",
"70374","PBFM46UM1.0","MFG","306.X.30","2",
"63074","VS2AN5CV15Q","MFG","306.N.32","2",
"814671","WLB72IZCWH1200E25RABKQPB0.5","MFG","310.E.15","4",
"92201","SMBWLBMAG3","MFG","302.DD.13","80",
"93948","PBT43TSL5-VL","MFG","200.N.25","578",
"814471","SGSA4-S300-M-NFP","MFG","312.E.21","2",
"815277","QM30VT3-MQP","MFG","302.AL.54","131",
"806917","VSM-2M5AND100-Q3","MFG","306.AA.55","3",
"803220","SGSSP4-400Q88","MFG","314.D.40","66",
"119356","SLSE14-1800Q8 EZS EMTR SUB ASSY 14mm X 1800mm NO PKG","MFG","315.B.35","1",
"10591","DEE8-41D","MFG","303.A.44","49",
"810731","WLS15PXRGB0220DSC2","MFG","311.B.19","16",
"121420","SLSCE14-900P8 EZS EMTR SUB ASSY 14mm X 900mm NO PKG","MFG","312.I.37","1",
"812643","SLLCP40-1680P88-0311","MFG","316.B.19","5",
"803217","SGSSP2-500Q88","MFG","316.B.39","2",
"111968","SLSR30-1200Q8 EZS RCVR SUB ASSY 30mm X 1200mm NO PKG","MFG","311.L.36","1",
"815369","LCA130T3-TL50GBRAJ1200Q-815369","MFG","312.C.38","2",
"93059","PBAT46UTA-VL","MFG","304.K.06","43",
"815663","Q20NAF400Q7","MFG","304.E.44","4",
"816484","K50PTCD4QP-816484","MFG","306.Y.47","1",
"7700353","RU100-T30-LI26X3","MFG","304.G.30","11",
"82129","RP-RM83F-38LR","MFG","200.O.00","20",
"27162","SMB30MM","MFG","202.W.30","3168",
"26627","SSA-EB1PL-12ECQ8","MFG","202.X.31","40",
"221753","ENCLOSURE POLY PBT 11.99 x 7.99 x 5.22 GRAY W/SCREWS & HINGED COVER","MFG","202.K.41","94",
"806414","STP-M12D-406","MFG","203.J.00","1142",
"813397","PKG4MS-9.1-22","MFG","203.I.40","1527",
"70885","QDE-850D","MFG","203.N.41","329",
"809634","STPF-M12-820","MFG","203.W.40","339",
"62078","RPA-C3-20","MFG","308.C.40","1",
"27562","SMA30SELQDC","MFG","302.AI.40","13",
"811464","MQDC-530-GYNRA","MFG","201.M.13","107",
"25473","CSS-M12F88M12M81M12F81","MFG","201.I.12","264",
"811060","SI-GL42DM20-20","MFG","202.S.11","15",
"804439","ABR3106-WPE2","MFG","202.Q.12","29",
"817068","BCD-M12DM-M12DF-10","MFG","203.V.01","85",
"219794","Q126E-808757 SUB 219794 ASSEMBLY","MFG","204.M.13","27",
"91069","S18-2VNFF50-2M","MFG","204.T.10","9",
"64447","IA1.53.3PAMSQM3","MFG","204.U.10","14",
"815930","BCP-M12LF5-M12LM5-14-10","MFG","206.L.11","249",
"49213","MQDC-450RA","MFG","206.U.20","353",
"815180","BC-M12F8-24-5-SF","MFG","207.X.20","9",
"96229","SSA-EB1PL2-12EMAQ12VTBYLK50E","MFG","209.S.10","6",
"815185","BC-M12F8A-24-10-SF","MFG","209.K.04","1",
"92356","TL70GYRAQ","MFG","208.N.03","31",
"809569","S15LGRPQ","MFG","208.S.11","1163",
"817064","BCD-M12DM-M12DF-1","MFG","211.W.12","236",
"809972","Q5XKLAF3000IR-Q8-ARPCV","MFG","211.L.04","234",
"806069","K30LGRXN-806069","MFG","211.O.13","98",
"72515","MAQDC-8150","MFG","211.Q.01","17",
"815460","BC-M23M12-22-15","MFG","200.V.24","48",
"75293","MQEAC-430","MFG","204.I.24","63",
"803698","MQDC-406-803698","MFG","201.Q.21","1295",
"818263","BC-M12F4A-M12M4-G22-5-HF20","MFG","201.X.24","12",
"13141","SP250GRA120","MFG","205.M.22","1",
"93814","LQMAC-366","MFG","205.O.22","8",
"86521","WLC90WL8Q","MFG","208.K.00","36",
"30623","MQDC-515","MFG","206.P.00","606",
"60810","MQDEC2-506","MFG","207.G.00","2290",
"80417","BRT-2X2HT","MFG","205.I.22","57",
"818785","BC-M8F3-GE24-10-HF20","MFG","205.K.24","19",
"44994","BRT-48X32","MFG","204.W.21","470",
"94279","WLS27XW850DSQ","MFG","314.F.32","13",
"815147","BC-M12M5-22-10","MFG","211.M.00","5",
"62669","MAHR51A","MFG","313.A.32","1",
"817847","TTR914APSG6T-1.0Q5-CTR","MFG","313.C.33","20",
"813197","TTR660APSD3B-2.0FL-153","MFG","313.C.34","3",
"800372","WLB92ZCWW550ACT","MFG","317.B.30","13",
"75424","EA5E300Q","MFG","317.L.11","106",
"24931","DELPEF-40D","MFG","307.B.17","64",
"812214","K30PTALGRY3","MFG","307.H.14","1",
"816076","BC-M12F5-M12M5A-22-0.3","MFG","307.J.46","5",
"800252","L4C10","MFG","307.E.44","15",
"818527","BC-M8F4-M8M3-24-5","MFG","307.M.17","20",
"11352","DS18AP6LPQ","MFG","307.N.16","16",
"92553","M18-3VPDS-2M","MFG","307.N.54","5",
"67558","APQS18-100H","MFG","307.K.34","465",
"86074","S22LWXXPQ","MFG","307.K.41","7",
"814644","BR-M12F8F9-0.5","MFG","308.A.46","1",
"76643","MQDMC-506RA","MFG","308.C.27","2",
"78188","Q20NDLQ5","MFG","308.F.23","2",
"46145","PFB40-100","MFG","308.G.27","81",
"800039","TL50HGRAOS3IQ","MFG","308.D.35","2",
"802702","T18-2VNFF100IR-9M","MFG","308.M.41","1",
"20431","ITA22S","MFG","308.P.61","1",
"95776","BRT-Q4X-60X18","MFG","308.L.52","17",
"21407","BAT2.56S","MFG","308.H.60","4",
"66803","SI-PL3A-R","MFG","308.I.45","1",
"234245","BRACKET CLIP WLB72 WINDOW RETENTION","MFG","308.W.61","132",
"805637","WLS28-2CWB-1130DSQ","MFG","311.A.40","152",
"72792","EZA-TE-450","MFG","311.D.13","1",
"813376","TL70P3APKQ","MFG","311.J.31","9",
"806963","WLS15CWR0640DSQP","MFG","312.A.33","1",
"246954","O-RING 4.7MM X 0.6MM SILICONE 50 DUROMETER","MFG","308.R.56","226",
"806742","WLS28-2XY570DXQ","MFG","309.B.34","18",
"02915","SMBLX","MFG","303.F.14","110",
"801730","PBR1X326UMCE","MFG","304.A.14","36",
"87741","MAR3632NX485Q","MFG","312.F.20","8",
"88084","WLS28-2XW430SQ","MFG","312.I.21","70",
"817347","Q2XABFFVS30-Q","MFG","305.F.46","9",
"112398","HOUSING DATASENSOR","MFG","305.A.20","23",
"811864","SPS30PAR5NQ5","MFG","305.D.45","7",
"88255","APQ12-VPW","MFG","305.R.44","19",
"15724","LEDRA70XD5-XQ","MFG","305.S.34","3",
"73802","LEDWA62X62M","MFG","305.H.32","6",
"800610","M18-4VNFF200-Q8","MFG","305.I.21","17",
"95633","M12APRQPMA20","MFG","305.N.52","1",
"49449","JUMPER 2 POS DIN 5mm PITCH","MFG","305.Q.45","24",
"230896","LASER DIODE VCSEL 850nm 4W -40C~85C","MFG","305.T.41","317",
"811863","SPS30NAR5NQ5","MFG","305.X.11","4",
"816339","LMBZMXSPRING","MFG","305.X.56","1",
"72292","QS30AFQP-72292","MFG","305.Y.10","1",
"10371","IVUW","MFG","305.Y.15","1",
"149766","PCB ASSY PRES+ P5 WHITE OSRAM LED LIGHT B136530 TH-0.062 IN PA-6","MFG","308.Y.57","5",
"95784","WLS28-2CWR-285DXPBQ","MFG","308.Z.64","5",
"75190","QS186EQPMA","MFG","307.AA.15","2",
"73712","SMBLT7F","MFG","307.AC.60","8",
"188565","PCB ASSY QS186LE CLASS 2 LASER WITH LASER ENABLE GEN 2 B140846 TH-0.031 IN PA-24","MFG","308.X.27","237",
"257052","SCREW #8 X 0.5 INCH EXTERNAL HEX HEAD WITH 1/4 INCH DRIVE SELF-TAPPING STAINLESS STEEL","MFG","302.AD.60","53",
"25726","IAT23SMVF1.1X.8","MFG","301.S.01","559",
"809737","SX5-B6","MFG","301.W.20","201",
"813380","T30R-1515-KIQ-HM","MFG","302.AF.11","2",
"17737","BWA-HW-030","MFG","308.AD.54","15",
"800026","M18TIP6EQ-800026","MFG","302.AJ.11","8",
"70885","QDE-850D","MFG","301.L.11","1046",
"803847","K50CABT2XGHQ","MFG","300.A.34","8",
"818202","K100PLRGB7AQ-818202","MFG","300.E.73","13",
"806182","K50PTKQP","MFG","300.F.34","18",
"801519","LTF12UC2LDQP-801519","MFG","300.G.12","4",
"809586","SLLVE23-630-S","MFG","316.G.21","3",
"96564","K30ALBT2RGH","MFG","300.C.30","13",
"97316","WLB32C1130MQ","MFG","315.B.21","3",
"814835","WLB72BZCW2400DRAQPB1","MFG","315.E.24","1",
"20090","TL50BLG2YR1CQ","MFG","300.J.51","21",
"75218","QS18EN6DV","MFG","300.M.24","43",
"803452","VS8ANFF15Q3","MFG","408.E.30","27",
"811855","Q45VR3LVAGC-811855","MFG","408.D.33","2",
"808072","CSB-M12120M12121M1241","MFG","408.P.49","47",
"12408","MQLH-815-F","MFG","408.L.66","3",
"75036","SLM220B6QPMA","MFG","302.AB.60","1",
"75027","VTBP6GRL","MFG","302.X.62","49",
"814987","DXM1200-X2","MFG","302.AK.53","19",
"77820","BWC-1MRSMN2","MFG","302.B.31","169",
"801823","SOP-E12-450AC","MFG","302.D.11","41",
"26907","K30LIGXXP","MFG","302.H.40","10",
"809280","K30PLSQ2PS","MFG","302.AY.61","12",
"813589","R45C-RSDG-IQ","MFG","302.AO.74","78",
"806276","QM30VT2","MFG","300.S.60","18",
"91638","Q3XTBLD-Q8","MFG","302.AR.40","45",
"76121","TL50GYRAOSCQ","MFG","302.AU.84","3",
"17727","TL50HYQ","MFG","302.AM.50","19",
"73156","QS18UPAQ8","MFG","302.AX.40","59",
"808246","K50PFF200SQ2PS","MFG","302.AY.24","17",
"84578","K50APTGRBF2Q","MFG","306.AB.52","4",
"35568","Q85BW13DL","MFG","306.AC.61","4",
"805456","T30UXDC-DFC1","MFG","306.C.33","4",
"33602","Q60BB6AFV1000Q-33602","MFG","306.F.45","3",
"818492","BC-M12F4-M12M4-U22-10-CB60","MFG","306.X.35","9",
"78192","Q20NDQ5","MFG","306.K.43","5",
"39551","Q45BB6LLP","MFG","306.M.32","1",
"813374","S15A-F143X5-M1X325-Q","MFG","306.M.35","20",
"805978","BWA-Q45VA-FESS","MFG","306.N.43","40",
"804114","WLH60XW640B","MFG","314.I.15","1",
"814690","TLF100P3QP-814690","MFG","303.A.43","16",
"145514","PCB ASSY BACKLIGHT 75X150 BLUE B146039 TH-0.062 IN PA-1","MFG","303.G.40","24",
"210859","PCB ASSY IN-LINE OVER-MOLDED INDICATOR PNP GY B210857 TH-0.062 IN PA-35","MFG","303.G.44","331",
"89688","SLLP14-1820P88","MFG","311.C.16","1",
"02670","LX6E","MFG","311.C.29","3",
"810906","MBR4216PX485SQ","MFG","311.E.37","10",
"87991","WLS28-2XW850XQ","MFG","311.F.36","2",
"72371","SLSE30-750Q8","MFG","311.A.37","5",
"809086","SLLR23-1260-S","MFG","314.I.29","3",
"817148","HLS27DW0285CPWM W/40","MFG","314.I.38","1",
"803223","SGSXP4-300Q88","MFG","315.F.41","32",
"75283","MAR4816NX485Q-75283","MFG","315.H.28","8",
"809597","SLLVR23-1330-S","MFG","312.J.37","1",
"811501","K-FLX18-18W12FQP","MFG","312.K.16","1",
"818200","TTR609APSA6T-1.0RJ-CTR","MFG","313.B.29","10",
"97450","TL70RYGAQ","MFG","313.C.26","8",
"815824","BL60UV365-340GL30ASQ","MFG","313.C.29","9",
"803238","SGSB3-400","MFG","311.L.38","8",
"816058","WLB32VCW855PBQ","MFG","316.I.41","197",
"817138","1034632","MFG","304.H.41","42",
"64561","D10DNFPG","MFG","305.E.51","1",
"79778","08858-1032-000-09","MFG","408.C.73","32",
"78414","SA-E12M30","MFG","201.N.00","662",
"809319","QDS-803C","MFG","205.L.40","2029",
"816332","PSD-24-4-AMZ","MFG","202.X.00","1",
"60811","MQDEC2-515","MFG","201.Q.30","886",
"806307","SXA-825D","MFG","202.O.31","448",
"136564","LIT QS18 EXPERT FAMILY NEW","MFG","202.P.30","2227",
"34997","OTBVP6LQD","MFG","204.K.00","149",
"800821","BWA-2O2-W01","MFG","204.L.40","167",
"814844","BFW-M12M4-6X","MFG","205.S.00","4964",
"70884","QDE-825D","MFG","205.V.31","655",
"35869","S18SN6DL W/30","MFG","204.P.15","3",
"814851","BFW-M12M8-8X","MFG","202.I.11","50",
"814939","BC-M12F4-22-10","MFG","202.T.01","83",
"804436","ABR3106-WSU1","MFG","202.U.11","8",
"811463","MQDC-515-GYNRA","MFG","202.P.20","97",
"81298","MQDEC-406SS-PUR","MFG","201.T.01","732",
"88516","MQDC-WDSS-0515","MFG","203.S.20","369",
"76128","EZA-TN-25","MFG","203.V.11","244",
"77480","BWA-9Y10-A","MFG","202.Y.10","12",
"810948","MQDC-530-PUR","MFG","204.L.14","6",
"817597","BC-M12F12-24-2","MFG","204.N.10","290",
"815852","WLF12XW600S12QP","MFG","204.P.12","20",
"71206","SMBQ60IP","MFG","207.P.01","500",
