"Numero De Parte","Descripci?n","Subinventario","Ubicaci?n","Cantidad Disponible",
"213848","DK-WLS27PXRGBW285DSQ","NFG","112.H.05","2",
"71823","LX36RQ","NFG","112.K.08","1",
"804426","ABR3009-WSU2","NFG","87.J.01","5",
"82600","CM2-8X8","NFG","90.K.04","11",
"79991","STP-MAQDC-815","NFG","90.K.06","5",
"91418","K50LYXWP","NFG","91.K.04","1",
"801267","QS18VP6XLPQ5","NFG","94.L.01","40",
"75805","K50APFF100GRE","NFG","95.J.02","1",
"76825","PBT26UHT2","NFG","96.J.05","10",
"807890","Q20NR-807890","NFG","96.K.03","3",
"20825","Q20PLPQ7-20825","NFG","96.L.04","1",
"79997","T30UXDAQPMA","NFG","93.K.04","1",
"63098","VS2RN5RQ","NFG","90.L.03","1",
"813296","MQDEC2-530RA BSZ","NFG","90.B.06","1",
"814077","QS18VN6AF350-CNJC01","NFG","92.C.03","62",
"80483","T30UXIAQPMA","NFG","93.D.04","1",
"14306","QS18VN6LLP-14306","NFG","93.E.03","13",
"78607","K50APFF100GRYC3QPMA","NFG","93.G.07","1",
"47553","Q45ULIU64ACRQ","NFG","77.G.02","3",
"84766","K50LYWB6PQP","NFG","95.G.03","1",
"93097","CSF3A-M12F81M12M41","NFG","58.J.02","32",
"812385","S4BE30-1650-S","NFG","59.A.01","18",
"89930","SLLCP40-1050","NFG","59.B.01","2",
"26624","K50APTGBYF2Q","NFG","77.C.05","1",
"16707","SB12TRNR-16707","NFG","94.A.03","6",
"26686","LV463.7/4T-150-M8","NFG","94.A.06","1",
"802744","LV463.XV7/4T-M8","NFG","94.A.06","1",
"58128","K50APFF100BRYC7QPMA","NFG","94.E.05","1",
"807707","LPMA-CT100","NFG","94.F.02","1",
"76441","QS18VP6LPQ8-76441","NFG","94.F.06","3",
"805687","QS18VN6CV20","NFG","94.G.06","15",
"805436","S18-2VPDL-2M-805436","NFG","95.A.04","2",
"68743","QS18EN6CV45","NFG","95.E.02","8",
"77112","Q12RN6LPQ3","NFG","104.B.04","18",
"72141","Q126EQ","NFG","104.G.03","2",
"7700879","XS200-BS18K-VP6X2-H1141","NFG","104.H.05","1",
"85827","DQ12RB6FF30Q","NFG","104.J.01","5",
"804895","SMBQ5XFA","NFG","104.J.02","28",
"85846","DQ12RB6LVQ5","NFG","104.J.04","1",
"72119","Q12RB6FF50","NFG","104.L.04","11",
"7710022","SO5-T45-VP6X2-0.2-PSG4M","NFG","102.B.04","8",
"800771","QS18VP6DLQ7","NFG","103.H.04","6",
"78220","Q20NFF100Q","NFG","103.H.04","1",
"91093","S18-2VNFF100-Q8","NFG","103.L.02","120",
"7700677","DOIR450-BT18-VP6X2-H1141","NFG","105.J.02","5",
"76191","K50APFF50GXDQP","NFG","73.E.05","1",
"814536","PSA20E300Q5-CNMQ01","NFG","73.G.03","16",
"66461","QS18VN6RBQ8","NFG","73.G.06","24",
"72335","DEE2R-515D","NFG","76.B.05","4",
"33442","T306EQ","NFG","76.C.05","10",
"35567","Q85BW13DL-T9","NFG","96.H.03","1",
"55545","T30UDPAQ","NFG","96.H.03","4",
"92924","QT50R-EU-AF2Q-92924","NFG","97.F.02","50",
"25552","SSA-MBK-EEC3","NFG","88.H.07","5",
"806180","K50PTKQ","NFG","89.J.02","40",
"804446","ABR7106-RSE2","NFG","89.L.04","4",
"20987","S18LRXXPQP","NFG","92.H.06","10",
"817544","WLB32VXW570Q","NFG","111.C.07","5",
"138820","LS2HDE30-300Q8 EZS T2 HD E SUB ASSY 30mmX300mm NO PKG TYPE2 HEAVY DUTY","NFG","112.C.05","1",
"89459","EZLS-1260","NFG","112.F.03","4",
"138829","LS2HDE30-1650Q8 EZS T2 HD E SB ASSY 30mmX1650mm NO PKG TYPE2 HEAVY DUTY","NFG","112.G.07","1",
"813976","QS18VP6FF250BSZ","NFG","94.L.02","3",
"66457","QS18VN6CV45Q8","NFG","94.J.06","24",
"91485","iPW-A05015","NFG","92.J.02","98",
"13118","K50LGRAL1OPQ","NFG","93.J.03","2",
"59771","SLO30VB6Y","NFG","93.L.03","1",
"804016","PGIRS66U-15","NFG","90.E.05","25",
"814691","IVURDM-QD-865 BSZ","NFG","90.F.01","10",
"813333","DES2P-41D","NFG","90.F.05","114",
"78783","K30LGXYP","NFG","90.F.05","3",
"198187","LIT EZS LP LIMITED FUNCTION DATASHEET","NFG","90.F.06","11",
"85063","XS26-2E","NFG","90.G.05","1",
"814475","DES4-M81-D","NFG","88.C.01","59",
"33444","T30SP6RQ","NFG","88.C.04","25",
"814468","K50Z-FA2000KD-Q8","NFG","88.D.03","10",
"48562","SI-QM-SMFA","NFG","89.A.04","3",
"83392","BRT-2X2LVC","NFG","90.B.05","10",
"81525","Q12RPH6R-81525","NFG","92.A.03","12",
"50479","M18SP6FF100 W/30","NFG","93.F.04","1",
"56888","T30UHPA","NFG","93.G.04","1",
"10384","PFCVA-25X25-S","NFG","77.G.03","1",
"7700765","EOIR60m-BT30-6X-H1151","NFG","95.H.05","1",
"814391","MQDC1-815 BSZ","NFG","57.H.03","234",
"77759","Q20ND","NFG","57.J.01","368",
"801863","SSA-EB3P-01","NFG","57.M.03","118",
"11421","MQDC2S-1215","NFG","57.N.01","99",
"807127","SI-MAGB1SMCO","NFG","57.P.04","642",
"814774","BCEE-L45-VN-1M","NFG","58.G.01","185",
"813507","MDS-M18U60A3N-2M","NFG","77.D.04","2",
"814580","QS186EB-CNZC01","NFG","94.G.06","32",
"7700189","SO80-K12-ANP6X2","NFG","95.B.02","1",
"75012","SLM220N6Q","NFG","95.F.04","2",
"77773","Q20PFF100","NFG","104.G.01","1",
"805176","QS18VP6AF120Q8","NFG","104.G.03","2",
"61643","QS18VP6CV15Q","NFG","104.G.06","3",
"801152","QS18VN6FF150","NFG","104.H.02","3",
"74123","Q12AB6FF50Q5","NFG","104.H.04","9",
"85213","Q20PDXLQ5-85213","NFG","104.K.04","7",
"808324","QS18VP6LP-CNBN01","NFG","105.C.03","66",
"242185","PCB ASSY QS18 TOF PNP BSZ BOOT B235116 TH-0.031 IN PA-18","NFG","100.A.04","72",
"235740","PCB ASSY S4B SLC 14MM 5-PIN STANDALONE PIGTAIL B233050 TH-0.062 IN PA-27","NFG","101.A.01","239",
"233050","PCB RAW S4B SLC 14MM PIGTAIL TH-0.062 IN PA-27","NFG","101.B.03","1638",
"77101","Q12AP6FF15Q3","NFG","102.C.05","3",
"75737","QS18VN6LAF250Q5","NFG","102.D.04","1",
"92546","M18-3VPLPC-Q8","NFG","102.E.02","17",
"7700103","DO1.5m-Q18-VP6X2-H1141-0.15","NFG","102.E.04","1",
"802457","QS18K6AF250Q8","NFG","102.E.07","43",
"810304","Q2XABAF150-Q5","NFG","102.K.04","62",
"78162","Q20NDXL W/30","NFG","103.G.02","1",
"95598","M18-4VPRS-2M","NFG","103.J.05","4",
"803262","ELE-PES-73","NFG","105.F.04","6",
"81911","QS18VP6LPQ5-81911","NFG","105.G.02","3",
"814143","Q2XABFF30-Q","NFG","105.G.05","2",
"815913","M18UDSEQ8","NFG","105.H.03","70",
"02758","QS186LE12","NFG","105.J.01","4",
"7700656","EOIR20m-BT18-6X","NFG","105.K.02","12",
"72116","Q12AB6FF50","NFG","105.K.03","38",
"87580","DF-G3-PS-Q7","NFG","73.E.05","6",
"814296","BBR105-130RS","NFG","76.B.04","10",
"807267","BCEE-SX677P-VP-1M","NFG","76.C.02","6",
"45005","BRT-42A","NFG","76.D.04","10",
"72114","Q12RB6FF30Q","NFG","97.H.05","4",
"809391","LTF12KC2LD-CNQZ01","NFG","88.J.03","33",
"812662","MQDC1-506RA BSZ","NFG","57.S.03","500",
"807451","MQ-QCM50-806","NFG","110.E.05","60",
"18251","MQDC2S-1206RA","NFG","110.G.03","43",
"244055","LS2E30-1050Q8 EZS TYPE2 E SUB ASSY 30mm X 1050mm NO PACKAGE","NFG","112.A.05","10",
"192453","LS2HDVAR30-600Q8 EZS T2 HD SR R SUB ASSY TRIP 30mmX600mm NO PKG TYPE2 HEAVY DUTY SHORT RANGE","NFG","112.C.05","1",
"244044","LS2TR30-450Q8 EZS TYPE2 R SUB TRIP 30mm X 450mm NO PACKAGE","NFG","112.D.02","10",
"72389","SLSP30-450Q88","NFG","113.A.04","2",
"92562","M18-3NAEJ-Q8","NFG","97.K.03","4",
"7700102","DO1.5m-Q18-VP6X2-V1141-0.15","NFG","92.L.06","2",
"48655","M18SP6LQ","NFG","92.K.02","4",
"30872","Q85VR3LP-T9","NFG","91.C.02","13",
"86236","RP-RM83F-38LTE-86236","NFG","91.G.05","1",
"33204","SMB30S","NFG","88.A.01","100",
"49466","SI-QS90D","NFG","88.E.03","5",
"30958","MQDC-470","NFG","88.E.07","14",
"72209","DEE2R-850D","NFG","88.G.01","3",
"63000","Q60BB6AF2000","NFG","89.D.04","10",
"51909","PVA100N6R","NFG","89.D.05","7",
"807544","LPM302-155NIX485R3Q","NFG","89.D.06","3",
"810170","LV463I.XR7/2T","NFG","93.C.06","1",
"804946","TL505AKQ","NFG","77.F.02","6",
"817749","S4BK30-450-CNMW01","NFG","57.G.02","6",
"817850","LS2TP30-450Q88-CNDF01","NFG","58.C.02","1",
"806408","SI-RF-A","NFG","58.F.02","465",
"89932","SLLCP40-1190","NFG","59.B.01","5",
"800209","118390-00 REV AA","NFG","77.C.05","1",
"85068","SC26-2DE","NFG","77.D.04","2",
"245433","PCB RAW Q20-2 TOF 3M GEN2 TH-0.031 IN PA-20","NFG","77.E.05","100",
"809367","Q5XKULAF3000-Q8","NFG","94.C.01","28",
"818053","QS18N6LAF1000IRQ8","NFG","94.D.05","3",
"45155","S18S2P6FF50Q","NFG","94.D.05","2",
"48066","PIRS1X166UMPMAL","NFG","94.E.03","5",
"813111","08858-1032-S00-18","NFG","94.F.02","1",
"805689","QS18VN6CV20 W/30","NFG","94.F.03","1",
"78169","Q20PDQPMA","NFG","94.G.04","1",
"802801","QS18EK6DQ5","NFG","95.C.04","2",
"805295","SMBQ5XM4F","NFG","95.C.07","92",
"76000","K50LRGX8PQ8","NFG","95.D.05","1",
"30888","S18RW3FF100Q","NFG","95.E.06","1",
"19776","K50BLR1XYXPQ","NFG","95.F.06","18",
"02759","QS186LE12Q8","NFG","104.G.01","4",
"77100","Q12RN6FF15Q3","NFG","104.G.06","1",
"803711","CNXCFF550","NFG","105.A.07","38",
"818199","QS18AP6LAF400IRQ8","NFG","102.B.01","5",
"42165","S18-2VPDL-2M","NFG","102.B.03","16",
"809739","S18SN6R-CNRS01","NFG","102.B.04","3",
"806343","QS18VN6R-DY03","NFG","102.D.07","1",
"813771","QS18VN6FF100-CNJC01","NFG","103.G.06","19",
"7710001","SO5-K45-VP6X2","NFG","103.G.06","3",
"64582","QS186EQ5","NFG","105.F.01","179",
"74146","Q12RB6LPQ5","NFG","105.G.07","2",
"803582","CNXCFF500","NFG","73.F.05","19",
"60383","SLE10B6VYQ","NFG","74.D.03","1",
"806180","K50PTKQ","NFG","76.A.01","23",
"96010","BAT66ST5TA-VL","NFG","76.C.05","1",
"817497","QS18AN6LAF400IR-CNJC06","NFG","76.E.07","9",
"813927","S15YB-M124-M124-0.2M","NFG","76.H.07","60",
"25370","QT50R-EU-AFHQ","NFG","97.A.01","1",
"86236","RP-RM83F-38LTE-86236","NFG","97.H.04","3",
"58983","BRT-62X10AM","NFG","88.K.03","1148",
"10304","FIBER PIR1X166UMAL25 SUBASSY PLASTIC FIBER","NFG","91.H.02","5",
"78076","K50LRXXPQ","NFG","93.H.07","1",
"812395","S4BR30-1500-S","NFG","57.W.01","9",
"808676","TL50B-GYRABSZ","NFG","109.A.01","450",
"82841","LPA-MBK-11","NFG","110.C.02","121",
"118712","LS2TR30-900Q8 EZS TYPE2 R SUB TRIP 30mm X 900mm NO PKG","NFG","111.C.09","1",
"244048","LS2TR30-1050Q8 EZS TYPE2 R SUB TRIP 30mm X 1050mm NO PACKAGE","NFG","111.A.01","7",
"90813","TCNM-AD-1214","NFG","90.K.06","6",
"14153","BLC-12I8OT-HD","NFG","90.J.07","5",
"92545","M18-3VPLPC-2M","NFG","91.J.04","1",
"76646","MQDMC-530","NFG","91.L.03","2",
"817863","Q4XFULAF610-Q8-CNJL01","NFG","93.J.04","1",
"78274","Q20NRL","NFG","93.L.02","2",
"90800","TCNM-ST-1100","NFG","90.C.03","5",
"40814","Q45AD9R W/30","NFG","90.D.04","3",
"90817","TCNM-EX-0210","NFG","90.F.04","1",
"155614","DX80G2M6S-P8 SUB ASSY","NFG","90.G.06","1",
"75640","MQDC-530","NFG","88.A.02","35",
"806616","QCM50-K5D40-Q8-8","NFG","88.A.06","16",
"56975","SI-QS75MFC","NFG","89.C.05","5",
"814316","BSCAB-PIO-F05","NFG","89.D.01","46",
"809737","SX5-B6","NFG","90.B.04","1",
"53022","M18C2.0","NFG","90.B.05","5",
"97297","K50BCLXGXP-97297","NFG","92.A.05","1",
"91635","Q3XTBLD200-Q8","NFG","93.A.01","2",
"58803","T30UHPB","NFG","93.A.02","2",
"78926","K30LGRYP","NFG","92.D.02","4",
"45006","BRT-42D","NFG","57.D.03","1303",
"803677","THM101C3","NFG","57.J.03","38",
"73553","LS2TP30-1500Q88","NFG","59.C.01","3",
"814381","SLLP40-280P55-CNMW01","NFG","59.C.02","3",
"03682","PCB RAW T18 DC PNP RCVR TRANS IMM TH-0.031 IN PA-15","NFG","77.A.06","30",
"11385","LCF50LCMP","NFG","77.B.06","1",
"802180","FLTR635-43","NFG","77.C.07","80",
"139790","LIT QS30EX-81116 QS30ARX-81117","NFG","94.A.03","74",
"95301","Q4XTKLAF300-Q8","NFG","94.A.04","1",
"11469","QS18VN6AFF200Q5","NFG","94.C.03","3",
"73154","QS18UNAQ","NFG","94.D.04","1",
"10172","D10DNFPQP-10172","NFG","95.F.04","1",
"85772","DQ126E","NFG","104.D.02","84",
"813320","Q2XABR-Q5","NFG","104.G.02","1",
"95496","M18-4VNRL-2M","NFG","104.G.06","1",
"95170","CNXCPDL","NFG","104.J.07","5",
"74198","QS186LEQ7","NFG","102.C.05","2",
"806857","Q12VP6FF50Q5","NFG","102.D.06","1",
"77110","Q12RP6LVQ3","NFG","102.E.04","2",
"813740","QS18VN6LAF300Q5-CNBN01","NFG","102.E.07","4",
"7700621","LOIR2m-BS18-VP6X2E-H1141","NFG","103.G.06","2",
"77779","Q20NR","NFG","103.H.06","10",
"61620","QS186E W/30","NFG","105.E.01","120",
"66449","QS18VN6RQ8","NFG","105.H.03","53",
"68537","HOUSING ASSY QS18 2M CABLE WITH POT","NFG","74.A.04","107",
"815877","QS30FF600Q-ACC","NFG","75.H.03","5",
"43213","CA 40097 2.13m B64 C13 D19 E3 METRIC","NFG","76.A.05","1",
"76910","BWA-HW-003","NFG","76.C.05","2",
"67551","APQS18-020","NFG","76.C.07","5",
"73642","ESL-30/60-10","NFG","76.E.04","3",
"78544","BWC-1MRSFRSB0.2","NFG","76.F.01","2",
"78783","K30LGXYP","NFG","76.G.04","30",
"77156","PBCT21.11TM3","NFG","96.B.02","100",
"801265","QS18VP6XLPQ","NFG","96.G.02","3",
"816255","S4BA-CASCADE-2-M12M8","NFG","89.J.04","4",
"79216","SLM180N6Q","NFG","92.H.02","1",
"48673","M18SN6FF100Q","NFG","92.H.04","1",
"40142","MI9E W/30","NFG","57.R.04","144",
"44991","BRT-40X18A","NFG","57.S.02","1270",
"32438","PKG4-2","NFG","110.J.05","51",
"810680","LMX06-NS05-5M","NFG","111.H.06","5",
"809002","SLLR23-770-S","NFG","112.A.02","1",
"138844","LS2HDTR30-300Q8 EZS T2 HD RCVR SB ASY TRIP 30mmX300mm NO PKG TYPE2 HEAVY DUT","NFG","112.C.04","1",
"811058","SI-GL42DM21-10","NFG","91.K.01","30",
"7700658","RO20m-BT18-VN6X2","NFG","94.L.05","10",
"61676","QS186EBQ","NFG","94.K.03","4",
"42153","S18-2VNLV-Q5","NFG","94.K.05","2",
"42143","S18-2VNLP-Q5","NFG","96.J.04","1",
"818052","QS18RP6LAF1000IRQ8","NFG","96.K.03","10",
"805474","Q20EL-CNDY01","NFG","96.K.05","2",
"85819","DQ12AB6LVQ","NFG","97.K.04","3",
"196487","PCB ASSY TL70 LED DRIVER 2-COLOR YXR W/FLASH B185130 TH-0.062 IN PA-4","NFG","97.K.06","6",
"91097","S18-2VPFF100-Q5","NFG","93.K.04","3",
"25955","BMD-A-075K43G","NFG","93.L.01","5",
"85075","XS2RO","NFG","90.C.04","1",
"814483","DES4-M51-RTP","NFG","90.G.01","35",
"809391","LTF12KC2LD-CNQZ01","NFG","88.E.03","8",
"73252","CSB-M1281M1281","NFG","88.G.01","149",
"78516","K50LGRA2YPQ","NFG","92.B.02","5",
"111877","IC BOOT ATMEGA8-16-E-M CS:201D96 DM:11187711 (AN2)","NFG","NFG.00.00","3000",
"66373","S18SP6FF50-66373","NFG","93.G.02","1",
"71385","PBCT23TMB5M4","NFG","77.E.03","3",
"65944","PBCL22T","NFG","77.G.03","1",
"76219","K50RPFF50GXDQP","NFG","95.G.03","1",
"802117","PITL26UM4-VL","NFG","77.A.06","8",
"69119","BRT-TVHG-8X10P","NFG","77.F.04","3",
"804296","S22AMTSGRCQ","NFG","77.G.05","9",
"810726","QS18EK6RV","NFG","94.C.05","1",
"83441","K50FLGRY2PQ","NFG","95.A.05","8",
"60382","SLE10B6VY","NFG","95.B.06","1",
"814823","QS18VP6LPQ8-REVLODO","NFG","104.G.04","11",
"77774","Q20PFF100Q7","NFG","104.H.03","10",
"816042","QS18VP6LP-816042","NFG","104.J.06","44",
"206734","PCB ASSY K30 GEN 2 CT NPN GR IC2 PB5 HIGH ON START TH-0.031 IN PA-18","NFG","100.A.02","11",
"06403","CAPACITOR THRU C-PREP (04032) P A0.625 B1.000 470uF 16V -20%~20% ALUMINUM -40C~85C","NFG","100.A.04","38",
"228276","COB ASSY Q12 FF 50MM PNP BGA ASIC B GEN2 A228281 PA-45","NFG","100.A.05","45",
"13600","THRU ASSY RPBR TOP MAXI B1385 PA-10","NFG","100.B.05","90",
"86918","Q20APLP-86918","NFG","102.C.06","2",
"801162","QS18VP6FF150Q8","NFG","103.G.04","12",
"61628","QS18VN6LPQ","NFG","103.G.07","5",
"72126","Q12RB6LVQ","NFG","103.H.07","4",
"66430","QS18VP6LPQ7","NFG","105.G.03","2",
"7700665","LOP3.5m-BT18-VP6X2-H1141","NFG","105.G.04","3",
"147820","CA 138343 2.13m B64 C13 D51 E3 METRIC","NFG","76.A.05","1",
"803477","VS8ANFF30Q3","NFG","76.D.06","8",
"88132","PIT26U-VL","NFG","76.E.05","27",
"807637","T18-2NAELIR-Q8","NFG","76.J.07","1",
"80979","K50APPBGRYF2Q8","NFG","96.G.03","1",
"812594","Q20RPDXLQ5-2000","NFG","96.G.03","2",
"10417","RP-RM83F-38LT 83mm SUB ASSY ROPE PULL METAL HSG LATCH","NFG","88.H.04","5",
"814782","BCEE-R45-VN-1M","NFG","89.J.01","17",
"807544","LPM302-155NIX485R3Q","NFG","89.L.03","1",
"83378","PDIS48UM32","NFG","89.L.05","37",
"810839","08001-1172-F00-14","NFG","91.H.06","4",
"813103","T30UXIA-CNXL02","NFG","93.H.05","15",
"25552","SSA-MBK-EEC3","NFG","110.B.02","16",
"812562","TL70B-RAQBSZ","NFG","110.C.01","31",
"239524","PLATE MOUNTING DRIVER WITH PEMS WLB32V AC 4 FOOT","NFG","108.B.05","50",
"72483","BRT-35X35BM","NFG","111.H.05","31",
"813525","BCEE-SX672C-VP-3M","NFG","111.F.04","16",
"817543","WLB32VXW285Q","NFG","111.B.04","6",
"118703","LS2E30-1050Q8 EZS TYPE2 E SUB ASSY 30mm X 1050mm NO PKG","NFG","111.A.03","20",
"809931","WLS15PXRGB0360DSQP","NFG","112.K.03","1",
"803859","FLTI850-35.5	","NFG","91.J.02","1",
"13802","S18SN6RQDP","NFG","91.L.03","16",
"60367","SL10VB6VY","NFG","96.K.04","1",
"7700676","DOIR450-BT18-VP6X2","NFG","96.L.03","12",
"811065","SI-GL42DS21-10","NFG","90.C.03","6",
"69052","LEK","NFG","90.C.05","2",
"37294","MIAD9LVAGQ","NFG","88.D.03","20",
"30444","K50APTBGCQ","NFG","89.A.04","5",
"80793","RDLP-825D","NFG","89.D.03","12",
"73663","MQDEC2-430","NFG","89.G.06","1",
"78842","K50LGRA2YNQ","NFG","92.A.05","1",
"12670","K50APFF50GYCQP","NFG","93.A.04","1",
"34110","OTBVP6L","NFG","93.A.06","2",
"78281","Q20NRLQ5","NFG","93.C.06","1",
"48665","M18SN6DLQ","NFG","93.E.06","1",
"97638","QS18EP6XLPCQ","NFG","93.G.02","2",
"811200","CSB-M1241DB9-CNMW01","NFG","58.H.04","2055",
"25472","CSS-M12F83M12M81M12F81","NFG","58.K.02","44",
"816059","WLB32VCW1140PBQ","NFG","59.A.02","108",
"89913","SLLCP23-1470","NFG","59.B.01","2",
"814375","SLLP40-1820P88-CNJR01","NFG","59.B.02","1",
"74570","PBPS43TMB5MFF","NFG","77.A.05","1",
"186848","BASE ASSY TL70 PGTL 5 PIN EURO BLACK PUR 2 PIGTAIL","NFG","77.B.07","9",
"57299","LCF12","NFG","77.D.04","1",
"72971","QS303E","NFG","77.E.04","3",
"801976","PGIRS66U-100","NFG","77.G.04","1",
"62620","VS3AN5XLPQ","NFG","77.H.06","1",
"805590","SSA-EB1P-02-805590","NFG","94.B.03","50",
"71997","QS18EP6WQ8","NFG","94.E.06","7",
"79282","S18SP6LPQPMA","NFG","94.H.03","1",
"806638","T30UXIA-806638","NFG","94.H.04","2",
"7700654","LO6.5m-BT18-VP6X2","NFG","104.D.04","1",
"810519","QS18VN6FF150-CNSC01","NFG","104.F.04","33",
"11442","QS18VN6AF300","NFG","104.H.01","1",
"7700068","DO800-Q18-VN6X2-H1141-0.15","NFG","104.H.03","4",
"813288","QS18VN6FF100BSZ","NFG","104.H.06","6",
"73079","QS30RQ","NFG","105.A.05","76",
"06238","RESISTOR THRU C-PREP (02126) W A0.163 B0.25047 Ohm 5% 0.167W -55C~155C","NFG","100.A.04","15",
"195886","X-RING EPDM 70 DURO C/S=0.0625 ID=0.056 OD=0.176","NFG","101.A.03","4726",
"13601","THRU ASSY RPBR BOTTOM MAXI-BEAM B1386 PA-10","NFG","101.A.04","50",
"800767","QS18VP6DL","NFG","102.A.07","6",
"816180","BCS1YVP1M","NFG","102.B.05","5",
"74147","Q12AB6LVQ5","NFG","102.D.06","5",
"801267","QS18VP6XLPQ5","NFG","102.G.01","10",
"801158","QS18VP6FF150","NFG","105.E.07","12",
"78202","Q20NFF150Q5","NFG","105.G.04","1",
"805581","QS18VP6DVSQ7","NFG","105.J.03","1",
"56568","SL30VB6VYQ","NFG","73.B.04","9",
"91065","S18-2VPFF30-9M","NFG","73.F.07","2",
"77156","PBCT21.11TM3","NFG","74.B.02","100",
"86159","S22DLGRYPQ","NFG","74.B.03","20",
"78414","SA-E12M30","NFG","74.D.02","299",
"74969","SLM30B6","NFG","74.G.02","10",
"807100","BVS13C6-STD","NFG","76.A.02","2",
"802117","PITL26UM4-VL","NFG","76.B.07","3",
"81228","UM-FA-11A","NFG","76.E.04","1",
"804463","SGSA-MCS-2","NFG","76.E.07","13",
"88142","PBAT46UHFTA-VL","NFG","76.J.05","29",
"814578","Q5XKLAF3000-Q8","NFG","96.B.03","14",
"96588","K30APT2GRF2Q","NFG","97.D.04","8",
"90813","TCNM-AD-1214","NFG","89.K.02","2",
"17748","PIF66UM.75M.19D","NFG","91.H.02","5",
"78414","SA-E12M30","NFG","110.D.01","499",
"118714","LS2TR30-1200Q8 EZS TYPE2 R SUB TRIP 30mm X 1200mm NO PKG","NFG","111.A.02","20",
"812367","S4BR14-600-S","NFG","112.C.06","1",
"97314","WLB32C570MQ","NFG","112.H.02","2",
"801806","SLPVAP14-270P88-801806","NFG","113.B.07","10",
"73089","QS30FF400Q","NFG","97.J.01","1",
"49236","QMT42VN6FF2000Q","NFG","92.L.03","1",
"800492","LV463.XR7/4T-150-M12","NFG","93.J.03","1",
"80484","T30UXIB","NFG","93.J.04","1",
"87914","S18DLHWQ","NFG","93.K.07","2",
"71756","EZA-MBK-12","NFG","90.C.04","25",
"51914","PVA225P6EQ","NFG","90.C.04","1",
"13892","IVUC-E-406","NFG","90.E.04","11",
"19647","K30LBXXPQ","NFG","88.A.03","11",
"802574","STP-MAQDC-806RA","NFG","90.A.05","10",
"90721","IVU2PRGR04","NFG","93.A.02","1",
"48653","M18SN6LQ","NFG","92.B.04","1",
"81504","K50LBRYPQ","NFG","93.B.07","23",
"53636","SB12TANR-53636","NFG","92.C.02","9",
"30867","S18SN6FF50Q","NFG","93.D.04","14",
"74965","SLM10B6","NFG","93.D.05","9",
"75030","SLM50B6QPMA","NFG","92.E.03","2",
"78173","Q20PLVQPMA","NFG","93.E.03","1",
"33439","T30SP6LPQ","NFG","77.A.01","20",
"814009","MQDC2S-1230 BSZ","NFG","57.H.02","25",
"11423","MQDC2S-1250","NFG","58.J.03","52",
"804080","SLLVP23-1190","NFG","59.C.01","6",
"84932","BRT-TVHG-9X12M","NFG","77.E.07","12",
"7700073","DO1.5m-Q18-VN6X2-H1141-0.15","NFG","94.C.02","2",
"36874","S18RW3DQ3","NFG","94.D.04","1",
"88230","K50FAPFF100GRCQ","NFG","94.E.03","1",
"26036","PIF46U","NFG","94.E.06","40",
"79108","K50LGXRPQP","NFG","95.C.05","2",
"72213","PBR46.5UMPFS","NFG","95.D.04","5",
"805116","K30ALBT2GR-805116","NFG","95.E.06","5",
"810519","QS18VN6FF150-CNSC01","NFG","104.C.05","180",
"64592","QS18VN6WQ5","NFG","104.J.02","2",
"61669","QS18VN6RB","NFG","104.J.04","8",
"197716","COB ASSY QS18FF100 ASIC B NPN3 B197710 PA-14 0.031","NFG","100.A.05","14",
"95482","M18-4VPLPC-2M","NFG","102.D.04","1",
"91067","S18-2VPFF30-Q5","NFG","102.D.05","2",
"816191","BCS1KVP2M","NFG","102.K.04","1",
"32108","DQ12AB6FF15","NFG","103.A.07","9",
"73087","QS30FF200QPMA16","NFG","103.H.01","1",
"188918","RING-DOME ASSY BLACK K70 WELDED","NFG","75.G.01","109",
"817168","QS18VP6LPQ5-817168","NFG","105.E.07","24",
"7700647","XSOIR100-BS18-VP6X2E-H1141","NFG","105.G.04","105",
"42171","S18-2VNDS-9M","NFG","105.J.02","1",
"55821","CA 31609 9.45m B64 C13 D19 E6 METRIC","NFG","75.H.02","160",
"18328","SA-M30M20O","NFG","76.E.05","37",
"814296","BBR105-130RS","NFG","76.E.06","20",
"86907","LMBWLC60F","NFG","76.G.03","1",
"141245","LIT RP-RM83 SERIES","NFG","76.J.08","2",
"804368","IVU2PTCW12","NFG","97.B.01","1",
"800974","VE200G1A","NFG","97.B.02","30",
"79998","T30UXDB","NFG","97.D.04","10",
"48350","M18SP6R","NFG","93.H.04","2",
"814101","MQDC2S-1215RA BSZ","NFG","110.G.03","2",
"244056","LS2E30-1200Q8 EZS TYPE2 E SUB ASSY 30mm X 1200mm NO PACKAGE","NFG","111.A.06","31",
"239024","LS2TR30-150Q8-BSZ EZS TYPE2 R SUB TRIP 30mm X 150mm NO PACKAGE","NFG","112.D.03","3",
"809771","EC116842-1000","NFG","94.L.03","2",
"61634","QS18VN6LVQ","NFG","94.J.02","15",
"7700119","RO12m-Q18-VP6X2","NFG","96.L.02","1",
"74318","QS186LE212Q5","NFG","96.L.04","3",
"86441","QS186EV","NFG","97.J.01","2",
"814317","BSCAB-ETH-M02","NFG","90.L.04","1",
"49213","MQDC-450RA","NFG","58.E.03","36",
"90813","TCNM-AD-1214","NFG","91.D.03","16",
"25552","SSA-MBK-EEC3","NFG","88.A.05","1",
"72208","DEE2R-825D","NFG","88.B.06","7",
